epoch,delegator_id,drep_id,switched,delta_u,p_reconsider,p_switch_cond,p_overall
0,a333,d22,0,0.0,0.6235834616625486,0.0,0.0
0,a334,d84,0,0.0,0.7850879290993826,0.0,0.0
0,a335,d88,0,0.0,0.7444859330039153,0.0,0.0
0,a336,d53,0,0.0,0.713957960577956,0.0,0.0
0,a337,d22,0,0.0,0.5032617280419927,0.0,0.0
0,a338,d88,0,0.0,0.27742376241931543,0.0,0.0
0,a339,d80,0,0.0,0.37844013314709646,0.0,0.0
0,a340,d60,0,0.0,0.5470324564004073,0.0,0.0
0,a341,d36,0,0.0,0.26051249390483877,0.0,0.0
0,a342,d37,0,0.0,0.9383278980023786,0.0,0.0
0,a343,d38,0,0.0,0.8094080285084776,0.0,0.0
0,a344,d58,0,0.0,0.907797770400894,0.0,0.0
0,a345,d33,0,0.0,0.2530027859387779,0.0,0.0
0,a346,d46,0,0.0,0.21570242589257183,0.0,0.0
0,a347,d23,0,0.0,0.6779893046472663,0.0,0.0
0,a348,d89,0,0.0,0.9726001910630109,0.0,0.0
0,a349,d10,0,0.0,0.5646170210214319,0.0,0.0
0,a350,d66,0,0.0,0.7764961167421625,0.0,0.0
0,a351,d19,0,0.0,0.07969085878177318,0.0,0.0
0,a352,d38,0,0.0,0.014088291326727398,0.0,0.0
0,a353,d46,0,0.0,0.03629243646279501,0.0,0.0
0,a354,d32,0,0.0,0.04337839440087199,0.0,0.0
0,a355,d76,0,0.0,0.5855437973529263,0.0,0.0
0,a356,d89,0,0.0,0.16181799146988274,0.0,0.0
0,a357,d87,0,0.0,0.19603858923219608,0.0,0.0
0,a358,d89,0,0.0,0.170489378638224,0.0,0.0
0,a359,d73,0,0.0,0.3652008606187471,0.0,0.0
0,a360,d20,0,0.0,0.46838112994984293,0.0,0.0
0,a361,d79,0,0.0,0.4355771391412069,0.0,0.0
0,a362,d66,0,0.0,0.42948150142721586,0.0,0.0
0,a363,d73,0,0.0,0.7459072400928163,0.0,0.0
0,a364,d5,0,0.0,0.892464120853428,0.0,0.0
0,a365,d89,0,0.0,0.8007333396777424,0.0,0.0
0,a366,d1,0,0.0,0.03942978018721077,0.0,0.0
0,a367,d32,0,0.0,0.8390559643057947,0.0,0.0
0,a368,d49,0,0.0,0.6121396102052599,0.0,0.0
0,a369,d43,0,0.0,0.46463530419481314,0.0,0.0
0,a370,d53,0,0.0,0.7747111139906754,0.0,0.0
0,a371,d32,0,0.0,0.7114326866662521,0.0,0.0
0,a372,d75,0,0.0,0.5813359284735133,0.0,0.0
0,a373,d43,0,0.0,0.7409714876424758,0.0,0.0
0,a374,d51,0,0.0,0.7837036550554842,0.0,0.0
0,a375,d66,0,0.0,0.2262231652207678,0.0,0.0
0,a376,d87,0,0.0,0.9727176508828977,0.0,0.0
0,a377,d66,0,0.0,0.037666543643004036,0.0,0.0
0,a378,d36,0,0.0,0.29509137595588686,0.0,0.0
0,a379,d32,0,0.0,0.4133520430222597,0.0,0.0
0,a380,d44,0,0.0,0.5922787848022989,0.0,0.0
0,a381,d65,0,0.0,0.3426815182424089,0.0,0.0
0,a382,d22,0,0.0,0.045415346220623154,0.0,0.0
0,a383,d7,0,0.0,0.56302200027051,0.0,0.0
0,a384,d26,0,0.0,0.3759966549885667,0.0,0.0
0,a385,d39,0,0.0,0.025288450020062414,0.0,0.0
0,a386,d37,0,0.0,0.02995119717916883,0.0,0.0
0,a387,d99,0,0.0,0.7540357529022073,0.0,0.0
0,a388,d66,0,0.0,0.8459408131204365,0.0,0.0
0,a389,d10,0,0.0,0.5240735047209636,0.0,0.0
0,a390,d57,0,0.0,0.7586762979474072,0.0,0.0
0,a391,d4,0,0.0,0.43587166502566677,0.0,0.0
0,a392,d79,0,0.0,0.08154174399278036,0.0,0.0
0,a393,d31,0,0.0,0.9684555017334905,0.0,0.0
0,a394,d89,0,0.0,0.042532029449250164,0.0,0.0
0,a395,d26,0,0.0,0.8043350474974176,0.0,0.0
0,a396,d87,0,0.0,0.6746697644818451,0.0,0.0
0,a397,d15,0,0.0,0.5083576977602109,0.0,0.0
